,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,FamilySize,Enrolled,Total
1347,PostGraduated,Together,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,40,2,10,410
1348,Graduation,Together,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,47,3,10,800
1349,PostGraduated,Alone,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,61,1,10,1313
1350,PostGraduated,Together,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,67,2,10,1483
1351,Graduation,Alone,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,30,1,10,1258
1352,Graduation,Together,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,36,3,11,28
1353,Graduation,Together,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,58,3,9,227
1354,Graduation,Together,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,41,2,11,1555
1355,Graduation,Alone,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,61,2,10,861
1356,Graduation,Together,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,45,3,10,103
1357,PostGraduated,Alone,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,77,1,9,634
1358,Graduation,Alone,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,60,1,10,1918
1359,PostGraduated,Alone,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,52,3,10,131
1360,Graduation,Together,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,55,4,11,586
1361,UnderGraduate,Together,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,31,3,10,62
1362,Graduation,Alone,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,49,3,10,447
1363,UnderGraduate,Together,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,73,2,11,939
1364,UnderGraduate,Alone,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,46,2,10,797
1365,PostGraduated,Alone,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,65,2,11,1143
1366,Graduation,Alone,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,47,2,10,415
1367,Graduation,Together,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,50,3,10,30
1368,PostGraduated,Alone,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,55,2,10,187
1369,Graduation,Together,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,65,3,9,251
1370,Graduation,Alone,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,48,2,9,237
1371,UnderGraduate,Together,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,63,4,10,91
1372,PostGraduated,Alone,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,58,4,10,35
1373,PostGraduated,Alone,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,63,2,11,493
1374,PostGraduated,Together,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,54,3,10,971
1375,Graduation,Alone,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,63,2,11,371
1376,Graduation,Alone,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,48,4,10,396
1377,Graduation,Together,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,38,3,10,68
1378,PostGraduated,Together,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,52,3,10,322
1380,PostGraduated,Alone,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,68,2,9,222
1381,UnderGraduate,Together,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,67,4,10,177
1384,Graduation,Together,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,50,3,11,45
1385,Graduation,Together,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,75,2,9,1899
1387,UnderGraduate,Together,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47,4,10,22
1388,Graduation,Together,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,43,4,11,41
1389,Graduation,Together,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,44,2,9,1440
1390,PostGraduated,Together,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,51,4,10,325
1391,Graduation,Together,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,50,3,10,95
1392,PostGraduated,Together,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,3,9,42
1393,UnderGraduate,Alone,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,48,3,11,72
1394,PostGraduated,Together,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,51,3,9,20
1395,PostGraduated,Together,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,67,4,10,789
1396,Graduation,Alone,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,49,3,9,15
1397,Graduation,Alone,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,3,11,0,51,2,9,59
1398,PostGraduated,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,55,2,10,908
1399,PostGraduated,Together,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,3,11,0,54,4,11,417
1400,Graduation,Together,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,62,4,11,289
1401,Graduation,Together,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,51,3,9,769
1402,Graduation,Together,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,0,70,3,9,188
1403,Graduation,Alone,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,3,11,1,66,2,11,354
1404,PostGraduated,Together,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,3,11,0,53,3,11,727
1405,PostGraduated,Together,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,3,11,0,56,4,11,146
1406,PostGraduated,Together,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,72,3,10,319
1407,PostGraduated,Together,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,3,11,0,70,3,10,794
1408,Graduation,Together,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,3,11,0,73,3,11,454
1409,PostGraduated,Alone,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,3,11,1,70,3,11,152
1410,PostGraduated,Together,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,3,11,0,46,3,11,797
1411,Graduation,Together,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,51,3,10,1690
1412,PostGraduated,Together,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54,4,9,20
1413,Graduation,Together,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,3,11,1,79,2,9,1428
1414,Graduation,Alone,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,3,11,0,33,2,10,209
1415,Graduation,Alone,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,3,11,0,44,2,10,545
1416,UnderGraduate,Together,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,57,2,10,96
1417,Graduation,Together,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,3,11,0,75,2,9,222
1418,Graduation,Together,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,3,11,0,51,5,9,61
1419,Graduation,Together,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,3,11,0,50,4,9,44
1420,PostGraduated,Together,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,51,5,9,8
1421,UnderGraduate,Alone,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,3,11,0,51,1,10,817
1422,Graduation,Alone,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,57,2,11,1371
1423,PostGraduated,Together,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,54,3,9,42
1424,Graduation,Together,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,64,2,11,60
1425,Graduation,Together,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,53,3,10,78
1426,PostGraduated,Together,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,49,3,10,23
1427,PostGraduated,Together,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,3,10,19
1428,UnderGraduate,Alone,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,3,11,0,65,3,9,61
1429,Graduation,Alone,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,3,11,0,51,1,10,449
1430,PostGraduated,Together,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,40,3,10,37
1431,UnderGraduate,Alone,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,50,2,9,38
1432,Graduation,Together,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,3,11,0,38,2,10,1131
1433,Graduation,Alone,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,50,3,10,34
1434,Graduation,Alone,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,3,11,0,56,3,10,294
1435,UnderGraduate,Together,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,3,11,0,44,4,10,48
1436,Graduation,Together,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,62,4,11,289
1437,UnderGraduate,Together,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,3,11,0,37,2,10,30
1438,Graduation,Together,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,3,11,0,59,2,9,125
1439,Graduation,Together,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0,40,3,10,156
1440,Graduation,Together,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,71,4,10,70
1441,PostGraduated,Together,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,74,4,10,22
1442,Graduation,Together,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,3,11,1,44,3,11,65
1443,PostGraduated,Alone,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,3,11,1,75,1,11,1930
1444,Graduation,Together,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,3,11,0,77,2,10,2283
1445,Graduation,Together,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,3,11,0,65,2,10,310
1446,UnderGraduate,Together,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,3,11,0,52,2,11,1319
1447,Graduation,Together,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,3,11,0,66,3,11,879
1448,PostGraduated,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,3,11,0,41,2,10,1244
1449,UnderGraduate,Together,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,3,11,0,50,3,9,690
1450,Graduation,Together,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,3,11,0,51,3,10,209
1451,Graduation,Together,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,3,11,0,58,2,9,1134
1452,Graduation,Alone,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,3,11,1,70,1,10,1507
1453,PostGraduated,Alone,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,56,2,10,57
1454,PostGraduated,Together,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,3,11,0,58,2,11,529
1455,Graduation,Together,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,54,2,9,1091
1456,Graduation,Alone,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,3,11,1,52,2,11,180
1457,Graduation,Together,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,3,11,0,51,4,10,77
1458,Graduation,Alone,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,3,11,1,53,1,9,2349
1459,PostGraduated,Together,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,3,11,1,49,2,11,534
1460,PostGraduated,Alone,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,3,11,0,73,2,9,556
1461,Graduation,Together,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,3,11,0,64,3,10,637
1462,PostGraduated,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,0,68,4,9,46
1463,Graduation,Together,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,3,11,0,45,3,9,44
1464,PostGraduated,Together,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,3,10,47
1465,PostGraduated,Alone,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,3,11,0,60,2,10,795
1466,Graduation,Together,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,3,11,0,70,3,10,586
1467,Graduation,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,71,2,10,1574
1468,PostGraduated,Together,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,73,4,9,13
1469,Graduation,Together,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,3,11,0,53,3,10,1471
1470,UnderGraduate,Together,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,3,11,0,53,4,10,65
1471,Graduation,Together,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,3,11,0,46,3,10,175
1472,Graduation,Alone,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,57,2,10,40
1473,PostGraduated,Together,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,3,11,1,54,4,11,1078
1474,Graduation,Together,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,3,11,0,65,3,11,1115
1475,Graduation,Together,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,3,11,0,69,3,10,134
1476,PostGraduated,Alone,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,67,1,11,1540
1477,PostGraduated,Together,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,3,11,0,53,3,10,87
1478,PostGraduated,Alone,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,3,11,0,36,1,10,217
1479,PostGraduated,Together,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,3,11,0,62,3,9,1034
1480,Graduation,Alone,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,44,2,10,1180
1481,Graduation,Together,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,63,3,11,819
1482,UnderGraduate,Together,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,42,3,10,32
1483,Graduation,Together,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,3,11,0,43,3,10,46
1484,UnderGraduate,Together,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,3,11,0,47,3,11,1159
1485,PostGraduated,Alone,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,3,11,0,47,2,10,860
1486,PostGraduated,Together,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,3,11,0,53,2,9,1631
1487,PostGraduated,Together,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,3,11,0,77,5,9,444
1488,Graduation,Together,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,3,11,0,68,3,10,1910
1489,PostGraduated,Together,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,3,11,0,51,3,10,380
1490,PostGraduated,Together,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,3,11,1,52,4,10,736
1491,PostGraduated,Alone,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,73,3,10,269
1492,Graduation,Together,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,3,11,1,35,2,10,2524
1493,Graduation,Together,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,3,11,0,45,3,10,612
1494,Graduation,Together,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,3,11,0,33,3,10,75
1495,Graduation,Together,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,3,11,0,64,2,9,1045
1496,Graduation,Alone,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,3,11,0,46,2,10,55
1497,PostGraduated,Together,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,3,11,1,54,3,11,1064
1498,Graduation,Together,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,3,11,0,64,3,11,1443
1499,Graduation,Together,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,3,11,0,35,2,10,1366
1500,PostGraduated,Together,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,3,11,0,48,4,10,436
1501,UnderGraduate,Alone,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,50,2,9,38
1502,Graduation,Together,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,3,11,1,46,3,11,436
1503,PostGraduated,Together,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,3,11,0,50,4,11,747
1504,PostGraduated,Alone,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,3,11,1,68,1,11,1396
1505,PostGraduated,Together,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,3,11,0,49,2,9,928
1506,PostGraduated,Together,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,3,11,0,51,4,10,642
1507,UnderGraduate,Together,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,3,11,0,48,3,11,1048
1508,PostGraduated,Together,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,3,11,0,52,2,10,943
1509,Graduation,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,65,3,10,907
1510,Graduation,Together,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,35,2,9,1198
1511,PostGraduated,Alone,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,48,3,11,120
1512,Graduation,Together,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,3,11,0,58,3,11,1658
1513,Graduation,Together,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,3,11,0,37,2,9,1638
1514,UnderGraduate,Together,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,3,11,1,46,2,10,73
1515,Graduation,Alone,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,3,11,0,43,2,9,275
1516,Graduation,Together,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,3,11,0,61,3,11,854
1517,Graduation,Together,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,45,3,10,78
1518,PostGraduated,Together,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,3,11,0,51,3,10,106
1519,Graduation,Alone,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,3,11,1,53,2,11,106
1520,PostGraduated,Alone,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,3,11,1,40,1,10,1923
1521,Graduation,Together,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,3,11,0,52,2,10,1662
1522,Graduation,Alone,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,47,2,9,84
1523,PostGraduated,Together,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,50,3,9,48
1524,Graduation,Alone,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,50,2,10,5
1525,Graduation,Together,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,3,11,0,47,4,11,733
1526,PostGraduated,Alone,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,3,11,0,75,1,9,1234
1527,Graduation,Together,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,3,11,0,65,4,11,112
1528,PostGraduated,Alone,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,3,11,1,36,1,9,1658
1529,Graduation,Together,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,3,11,0,63,3,10,55
1530,UnderGraduate,Together,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,3,11,0,48,3,11,1513
1531,UnderGraduate,Together,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,3,11,0,65,4,10,271
1532,PostGraduated,Together,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,3,11,0,48,3,9,904
1533,PostGraduated,Alone,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,1,48,3,11,120
1534,UnderGraduate,Together,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,3,11,0,35,3,11,103
1535,UnderGraduate,Alone,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,3,11,0,35,2,11,269
1536,Graduation,Alone,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,3,11,0,34,2,10,22
1537,PostGraduated,Alone,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,3,11,1,64,1,10,1156
1538,PostGraduated,Together,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,3,11,0,52,3,11,1086
1539,PostGraduated,Alone,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,3,11,0,56,2,10,1128
1540,Graduation,Together,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,3,11,0,34,3,9,72
1541,PostGraduated,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,62,4,10,964
1542,Graduation,Together,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,3,11,0,45,2,11,1383
1543,PostGraduated,Alone,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,70,4,10,18
1544,Graduation,Alone,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,3,11,0,59,2,11,793
1545,PostGraduated,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,37,3,10,100
1546,UnderGraduate,Together,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,3,11,0,36,2,10,80
1547,Graduation,Alone,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,3,11,1,60,1,11,167
1548,Graduation,Alone,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,3,11,0,66,2,10,677
1549,UnderGraduate,Together,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,3,11,0,48,4,10,23
1550,PostGraduated,Alone,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,3,11,0,72,2,10,92
1551,UnderGraduate,Together,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,3,11,0,58,2,9,641
1552,Graduation,Together,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,3,11,0,67,3,11,1106
1553,Graduation,Together,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,61,2,9,1033
